料理名,料理名[読み],エネルギー[100キロカロリー毎],たんぱく質[100キロカロリー毎],脂質[100キロカロリー毎],炭水化物[100キロカロリー毎],g合計
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　赤肉　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ もも あかにく なま,130.0,21.9,4.9,0.4,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　もも　脂身　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ もも あぶらみ なま,594.0,5.1,64.1,0.2,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　脂身つき　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ そともも あぶらみつき なま,220.0,18.2,16.3,0.6,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　皮下脂肪なし　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ そともも ひかしぼうなし なま,179.0,19.6,11.1,0.6,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　そともも　赤肉　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ そともも あかにく なま,131.0,21.3,5.0,0.7,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　脂身つき　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ らんぷ あぶらみつき なま,234.0,18.6,17.8,0.6,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　皮下脂肪なし　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ らんぷ ひかしぼうなし なま,203.0,19.7,13.9,0.6,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ランプ　赤肉　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ らんぷ あかにく なま,142.0,22.0,6.1,0.7,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　生,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ ひれ あかにく なま,177.0,20.8,11.2,0.5,0.0
＜畜肉類＞　うし　［乳用肥育牛肉］　ヒレ　赤肉　焼き,＜ちくにくるい＞ うし ［にゅうようひいくぎゅうにく］ ひれ あかにく やき,238.0,27.2,15.2,0.4,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ りぶろーす あぶらみつき なま,489.0,12.0,51.8,0.3,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　ゆで,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ りぶろーす あぶらみつき ゆで,540.0,13.2,56.5,0.1,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身つき　焼き,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ りぶろーす あぶらみつき やき,575.0,14.5,60.1,0.2,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　皮下脂肪なし　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ りぶろーす ひかしぼうなし なま,438.0,13.6,45.2,0.3,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　赤肉　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ りぶろーす あかにく なま,338.0,16.7,32.3,0.4,0.0
＜畜肉類＞　うし　［交雑牛肉］　リブロース　脂身　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ りぶろーす あぶらみ なま,759.0,3.6,86.7,0.0,0.0
＜畜肉類＞　うし　［交雑牛肉］　ばら　脂身つき　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ ばら あぶらみつき なま,445.0,12.2,44.4,0.3,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身つき　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ もも あぶらみつき なま,312.0,16.4,28.9,0.4,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ もも ひかしぼうなし なま,250.0,18.3,21.6,0.4,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　ゆで,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ もも ひかしぼうなし ゆで,331.0,25.7,28.2,0.2,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　皮下脂肪なし　焼き,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ もも ひかしぼうなし やき,313.0,25.0,27.6,0.5,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　赤肉　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ もも あかにく なま,222.0,19.3,17.5,0.5,0.0
＜畜肉類＞　うし　［交雑牛肉］　もも　脂身　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ もも あぶらみ なま,682.0,4.8,75.8,0.1,0.0
＜畜肉類＞　うし　［交雑牛肉］　ヒレ　赤肉　生,＜ちくにくるい＞ うし ［こうざつぎゅうにく］ ひれ あかにく なま,229.0,19.0,18.0,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かた あぶらみつき なま,160.0,19.0,10.6,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　かた　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かた ひかしぼうなし なま,138.0,19.6,7.8,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　かた　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かた あかにく なま,114.0,20.4,4.6,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　かた　脂身　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かた あぶらみ なま,537.0,7.1,60.5,0.0,0.0
＜畜肉類＞　うし　［輸入牛肉］　かたロース　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かたろーす あぶらみつき なま,221.0,17.9,17.4,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　かたロース　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かたろーす ひかしぼうなし なま,219.0,18.0,17.1,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　かたロース　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ かたろーす あかにく なま,160.0,19.7,9.5,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ りぶろーす あぶらみつき なま,212.0,20.1,15.4,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　ゆで,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ りぶろーす あぶらみつき ゆで,307.0,25.8,23.9,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身つき　焼き,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ りぶろーす あぶらみつき やき,306.0,25.0,23.9,0.3,0.0
＜畜肉類＞　うし　［輸入牛肉］　リブロース　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ りぶろーす ひかしぼうなし なま,203.0,20.3,14.4,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　リブロース　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ りぶろーす あかにく なま,163.0,21.7,9.1,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　リブロース　脂身　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ りぶろーす あぶらみ なま,653.0,5.7,73.1,0.1,0.0
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ さーろいん あぶらみつき なま,273.0,17.4,23.7,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ さーろいん ひかしぼうなし なま,218.0,19.1,16.5,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　サーロイン　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ さーろいん あかにく なま,127.0,22.0,4.4,0.5,0.0
＜畜肉類＞　うし　［輸入牛肉］　ばら　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ ばら あぶらみつき なま,338.0,14.4,32.9,0.2,0.0
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ もも あぶらみつき なま,148.0,19.6,8.6,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ もも ひかしぼうなし なま,133.0,20.0,6.7,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　ゆで,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ もも ひかしぼうなし ゆで,204.0,30.0,11.0,0.2,0.0
＜畜肉類＞　うし　［輸入牛肉］　もも　皮下脂肪なし　焼き,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ もも ひかしぼうなし やき,205.0,28.0,14.1,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　もも　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ もも あかにく なま,117.0,21.2,4.3,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　もも　脂身　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ もも あぶらみ なま,580.0,6.3,64.4,0.2,0.0
＜畜肉類＞　うし　［輸入牛肉］　そともも　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ そともも あぶらみつき なま,197.0,18.7,14.3,0.3,0.0
＜畜肉類＞　うし　［輸入牛肉］　そともも　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ そともも ひかしぼうなし なま,178.0,19.3,11.9,0.3,0.0
＜畜肉類＞　うし　［輸入牛肉］　そともも　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ そともも あかにく なま,117.0,21.2,3.9,0.3,0.0
＜畜肉類＞　うし　［輸入牛肉］　ランプ　脂身つき　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ らんぷ あぶらみつき なま,214.0,18.4,16.4,0.4,0.0
＜畜肉類＞　うし　［輸入牛肉］　ランプ　皮下脂肪なし　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ らんぷ ひかしぼうなし なま,174.0,19.7,11.1,0.5,0.0
＜畜肉類＞　うし　［輸入牛肉］　ランプ　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ らんぷ あかにく なま,112.0,21.6,3.0,0.5,0.0
＜畜肉類＞　うし　［輸入牛肉］　ヒレ　赤肉　生,＜ちくにくるい＞ うし ［ゆにゅうぎゅうにく］ ひれ あかにく なま,123.0,20.5,4.8,0.3,0.0
＜畜肉類＞　うし　［子牛肉］　リブロース　皮下脂肪なし　生,＜ちくにくるい＞ うし ［こうしにく］ りぶろーす ひかしぼうなし なま,94.0,21.7,0.9,0.3,0.0
＜畜肉類＞　うし　［子牛肉］　ばら　皮下脂肪なし　生,＜ちくにくるい＞ うし ［こうしにく］ ばら ひかしぼうなし なま,113.0,20.9,3.6,0.0,0.0
＜畜肉類＞　うし　［子牛肉］　もも　皮下脂肪なし　生,＜ちくにくるい＞ うし ［こうしにく］ もも ひかしぼうなし なま,107.0,21.2,2.7,0.2,0.0
＜畜肉類＞　うし　［ひき肉］　生,＜ちくにくるい＞ うし ［ひきにく］ なま,251.0,17.1,21.1,0.3,0.0
＜畜肉類＞　うし　［ひき肉］　焼き,＜ちくにくるい＞ うし ［ひきにく］ やき,280.0,25.9,21.3,0.4,0.0
＜畜肉類＞　うし　［副生物］　舌　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ した なま,318.0,13.3,31.8,0.2,0.0
＜畜肉類＞　うし　［副生物］　舌　焼き,＜ちくにくるい＞ うし ［ふくせいぶつ］ した やき,401.0,20.2,37.1,0.2,0.0
＜畜肉類＞　うし　［副生物］　心臓　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ しんぞう なま,128.0,16.5,7.6,0.1,0.0
＜畜肉類＞　うし　［副生物］　肝臓　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ かんぞう なま,119.0,19.6,3.7,3.7,0.0
＜畜肉類＞　うし　［副生物］　じん臓　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ じんぞう なま,118.0,16.7,6.4,0.2,0.0
＜畜肉類＞　うし　［副生物］　第一胃　ゆで,＜ちくにくるい＞ うし ［ふくせいぶつ］ だい一い ゆで,166.0,24.5,8.4,0.0,0.0
＜畜肉類＞　うし　［副生物］　第二胃　ゆで,＜ちくにくるい＞ うし ［ふくせいぶつ］ だい二い ゆで,186.0,12.4,15.7,0.0,0.0
＜畜肉類＞　うし　［副生物］　第三胃　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ だい三い なま,57.0,11.7,1.3,0.0,0.0
＜畜肉類＞　うし　［副生物］　第四胃　ゆで,＜ちくにくるい＞ うし ［ふくせいぶつ］ だい四い ゆで,308.0,11.1,30.0,0.0,0.0
＜畜肉類＞　うし　［副生物］　小腸　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ しょうちょう なま,268.0,9.9,26.1,0.0,0.0
＜畜肉類＞　うし　［副生物］　大腸　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ だいちょう なま,150.0,9.3,13.0,0.0,0.0
＜畜肉類＞　うし　［副生物］　直腸　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ ちょくちょう なま,106.0,11.6,7.0,0.0,0.0
＜畜肉類＞　うし　［副生物］　腱　ゆで,＜ちくにくるい＞ うし ［ふくせいぶつ］ けん ゆで,152.0,28.3,4.9,0.0,0.0
＜畜肉類＞　うし　［副生物］　子宮　ゆで,＜ちくにくるい＞ うし ［ふくせいぶつ］ しきゅう ゆで,95.0,18.4,3.0,0.0,0.0
＜畜肉類＞　うし　［副生物］　尾　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ お なま,440.0,11.6,47.1,0.0,0.0
＜畜肉類＞　うし　［副生物］　横隔膜　生,＜ちくにくるい＞ うし ［ふくせいぶつ］ おうかくまく なま,288.0,14.8,27.3,0.3,0.0
＜畜肉類＞　うし　［副生物］　横隔膜　ゆで,＜ちくにくるい＞ うし ［ふくせいぶつ］ おうかくまく ゆで,414.0,21.3,36.7,0.2,0.0
＜畜肉類＞　うし　［副生物］　横隔膜　焼き,＜ちくにくるい＞ うし ［ふくせいぶつ］ おうかくまく やき,401.0,21.1,37.2,0.3,0.0
＜畜肉類＞　うし　［加工品］　ローストビーフ,＜ちくにくるい＞ うし ［かこうひん］ ろーすとびーふ,190.0,21.7,11.7,0.9,0.0
＜畜肉類＞　うし　［加工品］　コンビーフ缶詰,＜ちくにくるい＞ うし ［かこうひん］ こんびーふかんづめ,191.0,19.8,13.0,1.7,0.0
＜畜肉類＞　うし　［加工品］　味付け缶詰,＜ちくにくるい＞ うし ［かこうひん］ あじつけかんづめ,156.0,19.2,4.4,9.9,0.0
＜畜肉類＞　うし　［加工品］　ビーフジャーキー,＜ちくにくるい＞ うし ［かこうひん］ びーふじゃーきー,304.0,54.8,7.8,6.4,0.0
＜畜肉類＞　うし　［加工品］　スモークタン,＜ちくにくるい＞ うし ［かこうひん］ すもーくたん,273.0,18.1,23.0,0.9,0.0
＜畜肉類＞　うま　肉　赤肉　生,＜ちくにくるい＞ うま にく あかにく なま,102.0,20.1,2.5,0.3,0.0
＜畜肉類＞　くじら　肉　赤肉　生,＜ちくにくるい＞ くじら にく あかにく なま,100.0,24.1,0.4,0.2,0.0
